"","age","workclass","fnlwgt","education","education.num","martial.status","occupation","relationship","race","sex","capital.gain","capital.loss","hours.per.week","native.country","above50K"
"29754",45," Self-emp-not-inc",123681," Bachelors",13," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,30," United-States",TRUE
"11111",40," Private",45687," Some-college",10," Divorced"," Other-service"," Not-in-family"," Black"," Male",4787,0,50," United-States",FALSE
"8019",30," Private",177522," HS-grad",9," Married-civ-spouse"," Adm-clerical"," Own-child"," White"," Female",0,0,20," United-States",TRUE
"16350",38," Private",125550," HS-grad",9," Divorced"," Adm-clerical"," Not-in-family"," White"," Female",0,0,35," United-States",TRUE
"19733",24," Private",204935," Masters",14," Never-married"," Adm-clerical"," Not-in-family"," White"," Male",0,0,56," United-States",TRUE
"31916",38," Self-emp-not-inc",175732," HS-grad",9," Never-married"," Craft-repair"," Not-in-family"," Amer-Indian-Eskimo"," Male",0,0,15," United-States",TRUE
"8581",29," Self-emp-not-inc",151476," Assoc-voc",11," Never-married"," Adm-clerical"," Not-in-family"," White"," Female",2174,0,40," United-States",TRUE
"13664",21," Private",240517," Some-college",10," Never-married"," Machine-op-inspct"," Own-child"," White"," Female",0,0,70," United-States",TRUE
"7913",24," Private",211129," Bachelors",13," Never-married"," Sales"," Own-child"," White"," Female",0,0,35," United-States",TRUE
"5009",42," Private",251229," Bachelors",13," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",0,0,40," United-States",TRUE
"16476",39," Private",248694," HS-grad",9," Never-married"," Craft-repair"," Not-in-family"," White"," Male",0,0,60," United-States",TRUE
"28041",61," Private",232808," 10th",6," Divorced"," Other-service"," Not-in-family"," White"," Male",0,0,24," United-States",TRUE
"13971",39," Private",215095," 11th",7," Never-married"," Prof-specialty"," Unmarried"," White"," Female",0,0,30," Puerto-Rico",TRUE
"11745",34," Local-gov",97723," Prof-school",15," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,40," United-States",FALSE
"19123",42," Federal-gov",178470," HS-grad",9," Divorced"," Adm-clerical"," Not-in-family"," White"," Female",0,0,40," United-States",TRUE
"27107",32," Private",117963," HS-grad",9," Married-civ-spouse"," Handlers-cleaners"," Husband"," White"," Male",0,0,45," United-States",TRUE
"18804",33," Private",183557," Assoc-acdm",12," Never-married"," Prof-specialty"," Not-in-family"," White"," Female",0,0,40," United-States",TRUE
"8645",42," Private",175133," Some-college",10," Never-married"," Machine-op-inspct"," Unmarried"," Black"," Female",0,0,40," United-States",TRUE
"18480",40," Private",115932," Bachelors",13," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,60," Ireland",FALSE
"9438",36," Private",301614," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," United-States",TRUE
"10591",35," Private",98283," Prof-school",15," Never-married"," Prof-specialty"," Not-in-family"," Asian-Pac-Islander"," Male",0,0,40," India",FALSE
"9980",47," Local-gov",287320," Masters",14," Never-married"," Prof-specialty"," Not-in-family"," White"," Male",0,0,40," United-States",TRUE
"9511",48," Private",202117," 11th",7," Divorced"," Other-service"," Not-in-family"," White"," Female",0,0,34," United-States",TRUE
"15727",37," Private",125933," Assoc-acdm",12," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",7688,0,50," United-States",FALSE
"29744",22," Private",38251," Assoc-acdm",12," Never-married"," Other-service"," Unmarried"," White"," Female",0,0,35," United-States",TRUE
"11173",57," Private",133126," Some-college",10," Never-married"," Craft-repair"," Not-in-family"," Black"," Female",0,0,40," United-States",TRUE
"31899",47," Private",148995," Bachelors",13," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,2415,60," United-States",FALSE
"22133",30," Federal-gov",266463," HS-grad",9," Married-civ-spouse"," Adm-clerical"," Husband"," White"," Male",0,0,40," United-States",FALSE
"6554",43," Local-gov",260696," Bachelors",13," Divorced"," Prof-specialty"," Unmarried"," White"," Female",0,0,55," United-States",TRUE
"18069",39," Federal-gov",30916," Some-college",10," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,1902,50," United-States",FALSE
"28959",36," Private",119957," Bachelors",13," Separated"," Other-service"," Unmarried"," Black"," Female",0,0,35," United-States",TRUE
"1689",53," Private",117496," 9th",5," Divorced"," Other-service"," Not-in-family"," White"," Female",0,0,36," Canada",TRUE
"25509",34," Private",157289," Some-college",10," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," United-States",TRUE
"14288",55," Local-gov",286967," 10th",6," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,45," United-States",TRUE
"20073",65," ?",76043," HS-grad",9," Married-civ-spouse"," ?"," Husband"," White"," Male",0,0,1," United-States",FALSE
"31923",55," Private",51008," HS-grad",9," Divorced"," Adm-clerical"," Unmarried"," White"," Female",0,0,40," United-States",TRUE
"25033",30," Private",214063," Some-college",10," Never-married"," Farming-fishing"," Other-relative"," Black"," Male",0,0,72," United-States",TRUE
"906",46," Private",171550," HS-grad",9," Divorced"," Machine-op-inspct"," Not-in-family"," White"," Female",0,0,38," United-States",TRUE
"8330",54," Private",169182," HS-grad",9," Separated"," Adm-clerical"," Unmarried"," White"," Female",0,0,38," Puerto-Rico",TRUE
"27625",35," Private",491000," Assoc-voc",11," Divorced"," Prof-specialty"," Own-child"," Black"," Male",0,0,40," United-States",TRUE
"8575",28," Federal-gov",329426," Bachelors",13," Never-married"," Exec-managerial"," Not-in-family"," White"," Male",0,0,40," United-States",TRUE
"17970",60," Private",238913," Bachelors",13," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,46," United-States",FALSE
"31810",54," Federal-gov",75235," HS-grad",9," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",5178,0,40," United-States",FALSE
"16918",36," Private",182074," HS-grad",9," Never-married"," Handlers-cleaners"," Own-child"," White"," Male",0,0,40," United-States",TRUE
"29555",48," Self-emp-not-inc",82098," Some-college",10," Married-civ-spouse"," Exec-managerial"," Husband"," Asian-Pac-Islander"," Male",0,0,65," United-States",TRUE
"19562",29," ?",256211," 1st-4th",2," Never-married"," ?"," Own-child"," Asian-Pac-Islander"," Male",0,0,40," Philippines",TRUE
"29377",35," Private",336793," Bachelors",13," Never-married"," Adm-clerical"," Other-relative"," White"," Male",0,0,40," United-States",TRUE
"27785",28," Private",59335," Bachelors",13," Married-civ-spouse"," Adm-clerical"," Other-relative"," White"," Female",0,0,15," United-States",TRUE
"32057",53," Private",156612," 12th",8," Divorced"," Transport-moving"," Not-in-family"," White"," Female",0,0,40," United-States",TRUE
"11178",32," Private",222221," Assoc-voc",11," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",7298,0,42," United-States",FALSE
"24960",43," Private",105936," HS-grad",9," Married-civ-spouse"," Adm-clerical"," Wife"," White"," Female",0,0,35," United-States",FALSE
"15034",19," ?",211553," Some-college",10," Never-married"," ?"," Own-child"," White"," Female",0,0,35," United-States",TRUE
"7107",36," ?",176458," HS-grad",9," Divorced"," ?"," Unmarried"," White"," Female",0,0,28," United-States",TRUE
"29759",39," Self-emp-not-inc",194004," HS-grad",9," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,70," United-States",TRUE
"6993",31," Private",182237," Assoc-acdm",12," Married-civ-spouse"," Sales"," Husband"," White"," Male",4386,0,45," United-States",FALSE
"31382",30," Private",27153," HS-grad",9," Never-married"," Handlers-cleaners"," Not-in-family"," White"," Male",0,0,50," United-States",TRUE
"13234",40," Federal-gov",280167," Masters",14," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,40," United-States",FALSE
"8058",36," ?",216256," HS-grad",9," Married-civ-spouse"," ?"," Husband"," White"," Male",3464,0,30," United-States",TRUE
"30652",45," Private",341762," Masters",14," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,65," United-States",FALSE
"16018",41," Private",207578," Assoc-acdm",12," Married-civ-spouse"," Exec-managerial"," Husband"," Black"," Male",0,0,50," India",FALSE
"28803",20," ?",401690," HS-grad",9," Never-married"," ?"," Not-in-family"," White"," Female",0,0,30," United-States",TRUE
"21247",61," Private",95929," 9th",5," Divorced"," Other-service"," Not-in-family"," White"," Male",0,0,40," United-States",TRUE
"3200",62," Private",81534," Some-college",10," Married-civ-spouse"," Sales"," Husband"," Asian-Pac-Islander"," Male",0,0,40," United-States",FALSE
"30184",43," Private",328570," Some-college",10," Divorced"," Machine-op-inspct"," Unmarried"," Black"," Female",0,0,38," United-States",TRUE
"2829",54," Self-emp-not-inc",175804," Bachelors",13," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,40," United-States",FALSE
"10781",55," Local-gov",212448," HS-grad",9," Divorced"," Adm-clerical"," Not-in-family"," White"," Female",0,0,40," United-States",TRUE
"30017",31," State-gov",440129," Some-college",10," Divorced"," Protective-serv"," Not-in-family"," White"," Male",0,0,40," United-States",FALSE
"9706",51," Private",104651," Bachelors",13," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,50," United-States",TRUE
"26700",18," Private",192409," Some-college",10," Never-married"," Sales"," Own-child"," White"," Female",0,0,20," United-States",TRUE
"3985",49," Private",68505," 9th",5," Divorced"," Other-service"," Not-in-family"," Black"," Male",0,0,37," United-States",TRUE
"19912",26," Private",314798," HS-grad",9," Never-married"," Adm-clerical"," Not-in-family"," White"," Male",0,0,50," United-States",TRUE
"14632",22," Private",236684," Assoc-voc",11," Never-married"," Other-service"," Own-child"," Black"," Female",0,0,36," United-States",TRUE
"26959",72," ?",188009," 7th-8th",4," Divorced"," ?"," Not-in-family"," White"," Male",0,0,30," United-States",TRUE
"235",28," Private",76714," Prof-school",15," Never-married"," Prof-specialty"," Not-in-family"," White"," Male",0,0,55," United-States",FALSE
"1338",40," Private",240124," HS-grad",9," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,40," United-States",FALSE
"23106",57," Federal-gov",170066," Assoc-voc",11," Never-married"," Tech-support"," Not-in-family"," White"," Male",0,0,40," United-States",TRUE
"22494",59," Private",131869," HS-grad",9," Widowed"," Other-service"," Not-in-family"," White"," Female",0,0,35," United-States",TRUE
"21443",33," Private",221324," Assoc-voc",11," Never-married"," Machine-op-inspct"," Unmarried"," Black"," Female",0,0,40," United-States",TRUE
"11998",24," Private",55424," Bachelors",13," Never-married"," Exec-managerial"," Own-child"," White"," Male",0,0,40," United-States",TRUE
"7615",43," Private",244172," HS-grad",9," Separated"," Transport-moving"," Unmarried"," White"," Male",0,0,40," Mexico",TRUE
"28496",55," Private",143372," HS-grad",9," Divorced"," Sales"," Unmarried"," Black"," Female",0,0,40," United-States",TRUE
"23177",18," ?",78181," HS-grad",9," Never-married"," ?"," Own-child"," White"," Female",0,0,20," United-States",TRUE
"29741",50," Self-emp-not-inc",124793," Some-college",10," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,55," United-States",TRUE
"7830",35," Federal-gov",20469," Some-college",10," Divorced"," Exec-managerial"," Unmarried"," Asian-Pac-Islander"," Female",0,0,40," Philippines",TRUE
"26096",41," Private",165798," 5th-6th",3," Divorced"," Other-service"," Unmarried"," White"," Female",0,0,40," Puerto-Rico",TRUE
"7185",42," Private",168103," Bachelors",13," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,40," United-States",FALSE
"21417",50," Local-gov",92486," Some-college",10," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," United-States",TRUE
"22263",25," Private",194342," HS-grad",9," Never-married"," Machine-op-inspct"," Own-child"," White"," Male",0,0,40," United-States",TRUE
"17036",51," Private",108233," Assoc-acdm",12," Separated"," Other-service"," Not-in-family"," Black"," Female",0,0,40," United-States",TRUE
"14601",37," Private",37109," HS-grad",9," Married-civ-spouse"," Other-service"," Wife"," Asian-Pac-Islander"," Female",0,0,60," Philippines",TRUE
"9940",43," Federal-gov",325706," Prof-school",15," Married-civ-spouse"," Prof-specialty"," Husband"," Asian-Pac-Islander"," Male",0,0,50," India",FALSE
"27777",54," Self-emp-not-inc",136224," Masters",14," Divorced"," Prof-specialty"," Not-in-family"," White"," Female",0,0,30," United-States",TRUE
"1561",18," Private",208447," 12th",8," Never-married"," Handlers-cleaners"," Own-child"," White"," Male",0,0,6," United-States",TRUE
"5134",57," Local-gov",44273," HS-grad",9," Widowed"," Transport-moving"," Not-in-family"," White"," Female",0,0,40," United-States",TRUE
"28306",38," Private",241962," HS-grad",9," Divorced"," Machine-op-inspct"," Not-in-family"," White"," Male",0,0,40," United-States",TRUE
"1798",28," Private",429507," Assoc-acdm",12," Married-civ-spouse"," Handlers-cleaners"," Husband"," Black"," Male",0,0,40," United-States",TRUE
"5526",34," Private",110622," Bachelors",13," Never-married"," Exec-managerial"," Not-in-family"," Asian-Pac-Islander"," Female",0,0,40," Philippines",TRUE
"5208",53," ?",220640," Bachelors",13," Divorced"," ?"," Other-relative"," Other"," Female",0,0,20," United-States",TRUE
"7018",28," Private",183639," Bachelors",13," Never-married"," Adm-clerical"," Not-in-family"," White"," Male",0,0,21," United-States",TRUE
"13337",47," Self-emp-not-inc",28035," Some-college",10," Married-civ-spouse"," Farming-fishing"," Husband"," White"," Male",0,0,86," United-States",TRUE
"12521",22," Private",243923," HS-grad",9," Married-civ-spouse"," Transport-moving"," Other-relative"," White"," Male",0,0,80," United-States",TRUE
"5898",19," Private",310158," Some-college",10," Never-married"," Transport-moving"," Own-child"," White"," Male",0,0,30," United-States",TRUE
"15712",27," Private",166210," HS-grad",9," Divorced"," Craft-repair"," Not-in-family"," White"," Male",0,0,50," United-States",TRUE
"14667",21," Private",351084," HS-grad",9," Never-married"," Adm-clerical"," Not-in-family"," White"," Female",0,0,40," United-States",TRUE
"18051",36," Private",189382," HS-grad",9," Married-civ-spouse"," Adm-clerical"," Wife"," White"," Female",0,0,40," United-States",FALSE
"31979",41," Private",29762," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,52," United-States",FALSE
"5288",33," Private",118941," Bachelors",13," Married-civ-spouse"," Exec-managerial"," Wife"," White"," Female",0,0,32," United-States",FALSE
"3945",43," Private",421837," Some-college",10," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",0,0,40," Mexico",TRUE
"31349",60," Private",232242," HS-grad",9," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,40," United-States",TRUE
